id,User-ID,ISBN,Book-Rating
111,276806,8807817144,0
112,276806,8845915913,0
113,276808,395547032,10
114,276811,440414121,10
115,276812,8879839993,8
116,276813,8401328322,0
117,276813,8401461189,0
118,276813,8401471796,0
119,276813,8423996565,8
120,276813,8424130081,0
121,276813,8426449476,8
122,276813,8426449573,6
123,276813,8478884831,8
124,276813,8478885218,6
125,276813,8478885463,6
126,276813,8478886044,8
127,276813,8495618052,0
128,276814,91830893,8
129,276814,586207414,7
130,276814,812571029,9
131,276817,671749609,0
132,276820,140062718,0
133,276820,140260498,9
134,276822,60096195,10
135,276822,141310340,9
136,276822,142302198,10
137,276822,156006065,9
138,276822,375821813,9
139,276822,038076041X,10
140,276822,439087597,0
141,276822,439401399,6
142,276822,552546933,9
143,276822,689804458,8
144,276822,699854289,10
145,276822,786812508,9
146,276822,786817070,10
147,276822,805057706,10
148,276822,1551925060,8
149,276822,1573248533,10
150,276827,000651118X,7
151,276828,385272324,0
152,276828,2038701962,0
153,276828,2070264564,0
154,276828,2070334430,0
155,276828,2070403734,0
156,276828,2080680676,0
157,276828,2232122263,0
158,276828,2253044903,0
159,276828,2253150711,7
160,276828,2266076000,0
161,276828,2277221678,0
162,276828,2290321028,0
163,276828,2842190009,0
164,276830,440225825,9
165,276832,316781266,0
166,276832,345446860,5
167,276833,671876244,0
168,276835,3125785006,10
169,276837,380005239,5
170,276838,1593080255,0
171,276840,330201700,0
172,276840,385729340,0
173,276842,3809407536,7
174,276847,446364193,0
175,276847,3257200552,5
176,276847,3379015180,0
177,276847,3404145909,8
178,276847,3404148576,8
179,276847,3404921178,7
180,276847,3423071516,10
181,276847,3423204885,0
182,276847,3423205806,0
183,276847,3426029553,8
184,276847,3426622610,0
185,276847,3426671298,8
186,276847,344215121X,9
187,276847,3442413508,10
188,276847,3442422035,9
189,276847,3442435773,8
190,276847,3442437717,7
191,276847,3442441080,10
192,276847,3442442796,0
193,276847,3442444020,8
194,276847,3442446414,10
195,276847,3442448530,7
196,276847,3442449820,9
197,276847,3453137442,6
198,276847,3453870190,0
199,276847,3455077331,0
200,276847,347354034X,7
201,276847,3492231322,9
202,276847,349912176X,0
203,276847,3499222213,7
204,276847,3499228297,6
205,276847,3499232529,0
206,276847,3499233436,0
207,276847,3499264528,0
208,276847,3499433443,8
209,276847,3506464078,10
210,276847,3548602967,0
211,276847,3551551677,10
212,276847,3551551685,10
213,276847,3551551693,10
214,276847,3551551936,10
215,276847,359621078X,9
216,276847,3608932240,7
217,276847,360893541X,10
218,276847,3608935428,10
219,276847,3608935436,10
220,276847,374661922X,0
221,276847,3770131495,0
222,276847,3809024589,8
223,276847,3821815191,10
224,276847,3932069234,5
225,276848,3423100424,0
226,276848,3442096596,0
227,276848,3442440777,0
228,276848,3453009304,0
229,276848,3453042905,0
230,276848,3453061187,0
231,276848,3453071174,0
232,276848,3453127013,0
233,276848,3453211014,0
234,276848,3462026062,8
235,276848,349926028X,0
236,276848,3596122279,0
237,276848,3596287200,0
238,276848,3922524443,0
239,276850,449217264,7
240,276852,140621741,0
241,276852,055321358X,0
242,276853,8420457477,1
243,276853,8448034023,7
244,276854,671034944,5
245,276854,074931012X,5
246,276854,843946415,0
247,276856,2010173929,0
248,276856,20103389,0
249,276856,2012003494,0
250,276856,2013218826,0
251,276856,2013220162,0
252,276856,207033015X,0
253,276856,2070332985,0
254,276856,2203142278,0
255,276856,2205040561,0
256,276856,221096900X,0
257,276856,2253005274,0
258,276856,2723402983,0
259,276856,2747002748,0
260,276856,2800108584,0
261,276856,2800134259,0
262,276856,2800134267,0
263,276856,2800135522,0
264,276856,2800135565,0
265,276856,2800135719,0
266,276856,2800135727,0
267,276856,2803616998,0
268,276856,2907572458,0
269,276857,8439598459,6
270,276859,014014899X,0
271,276859,140252517,6
272,276859,140269967,0
273,276859,140328742,0
274,276859,140366830,0
275,276859,140367446,0
276,276859,425131378,0
277,276859,517642689,7
278,276859,600571165,0
279,276859,077104450X,8
280,276859,789706032,8
281,276859,836218833,10
282,276859,836220889,10
283,276859,088365721X,9
284,276859,1559712252,6
285,276859,1567616089,8
286,276859,2890510328,0
287,276859,3257227264,0
288,276861,141011904,9
289,276861,342313075X,0
290,276861,3423201509,10
291,276861,3423206616,8
292,276861,344242529,9
293,276861,3446200452,8
294,276861,349223903X,6
295,276861,3499231603,9
296,276861,360893541X,9
297,276861,3608935428,9
298,276861,3608935436,9
299,276861,3704320196,6
300,276861,3886807843,8
301,276862,345423402,0
302,276862,1569312435,9
303,276862,1892213141,8
304,276863,8530805461,10
305,276866,3257218516,3
306,276866,3404126343,8
307,276866,3404131606,0
308,276866,3404139178,9
309,276866,3404143299,7
310,276866,3404614542,0
311,276866,340645724X,3
312,276866,3426192543,5
313,276866,3426702266,0
314,276866,3442421357,0
315,276866,3442443806,4
316,276866,345309221X,8
317,276866,3453108361,7
318,276866,3453126912,0
319,276866,3453130901,5
320,276866,3453132262,0
321,276866,3596129389,0
322,276866,3596237874,0
323,276866,3596247500,0
324,276866,3809410357,5
325,276869,345249372,0
326,276869,044020562X,0
327,276870,9026935722,6
328,276872,425167097,8
329,276872,042518109X,8
330,276872,425188221,7
331,276872,8500010452,4
332,276872,8501023450,3
333,276872,8571648972,10
334,276872,8588615126,8
335,276872,8589885291,8
336,276873,009975181X,7
337,276875,273755,7
338,276875,14366020444,8
339,276875,688172377,0
340,276875,8481305464,0
341,276875,8496075850,8
342,276875,8804321008,0
343,276875,8804375299,0
344,276875,8804407808,6
345,276875,8804464895,7
346,276875,8804510579,0
347,276875,8804512652,0
348,276875,8806144146,0
349,276875,8806155873,0
350,276875,8807700735,0
351,276875,8807806746,0
352,276875,8807810751,7
353,276875,880781112X,6
354,276875,8807812495,0
355,276875,8807813157,0
356,276875,8807816059,0
357,276875,8817106100,6
358,276875,8817112917,8
359,276875,8817877028,0
360,276875,8820024381,0
361,276875,883041915X,0
362,276875,8831760122,0
363,276875,8833908488,4
364,276875,8838910987,8
365,276875,8842806978,0
366,276875,8845219747,0
367,276875,8845249689,0
368,276875,8846200624,8
369,276875,88741800047,8
370,276875,8876846565,7
371,276875,8877825200,2
372,276875,8879285513,6
373,276875,8879285645,6
374,276875,8879832905,0
375,276875,8881110288,0
376,276875,888634712X,0
377,276875,8887432252,8
378,276875,8888424121,8
379,276878,449210197,6
380,276879,8817151068,7
381,276884,151446474,0
382,276884,8433967606,0
383,276884,8496280012,7
384,276884,899792145,0
385,276884,B158991965,6
386,276887,64430227,5
387,276887,671723650,0
388,276887,812533550,9
389,276888,8806162160,6
390,276888,884590184X,0
391,276889,446613843,0
392,276890,140270272,0
393,276896,440241537,10
394,276904,99460343,0
395,276904,375901582,10
396,276904,439317746,5
397,276904,440228840,10
398,276904,440414121,10
399,276904,738205737,5
400,276904,1566911605,0
401,276905,60542845,8
402,276905,449148831,5
403,276905,1551666308,0
404,276911,8420430943,8
405,276911,8420636282,9
406,276911,8432205311,9
407,276912,000225669X,6
408,276912,99549611,6
409,276912,701162767,0
410,276912,1852422580,0
411,276915,042513976X,7
412,276916,441008291,8
413,276925,6511929,0
414,276925,002542730X,10
415,276925,60520507,0
416,276925,60930934,0
417,276925,60951303,0
418,276925,99414732,7
419,276925,140154078,6
420,276925,140327592,0
421,276925,140367616,0
422,276925,141181222,0
423,276925,151010633,0
424,276925,192834312,0
425,276925,194216748,5
426,276925,240514866,0
427,276925,316666343,0
428,276925,345391810,0
429,276925,375400699,0
430,276925,385504209,8
431,276925,043527242X,0
432,276925,439284031,0
433,276925,439286182,0
434,276925,439286239,0
435,276925,449221148,0
436,276925,451527747,0
437,276925,486282112,0
438,276925,486424499,0
439,276925,553275283,8
440,276925,582530431,9
441,276925,590502123,0
442,276925,595132189,0
443,276925,613329740,0
444,276925,063403541X,6
445,276925,067172939X,0
446,276925,671729438,0
447,276925,671746502,0
448,276925,679721851,0
449,276925,679745580,0
450,276925,691000980,0
451,276925,747545111,0
452,276925,749931434,0
453,276925,754000117,0
454,276925,804106304,0
455,276925,812583566,0
456,276925,843128240,0
457,276925,879517344,0
458,276925,971880107,0
459,276925,1400001625,0
460,276925,1400002672,8
461,276925,1853262404,0
462,276925,2061007074,0
463,276925,2266095536,0
464,276925,2290309494,0
465,276925,2742739351,0
466,276925,3522149904,0
467,276925,3775713328,0
468,276925,8401009421,0
469,276925,8401327199,0
470,276925,8401462231,0
471,276925,840149236X,5
472,276925,8408011200,0
473,276925,8420427462,0
474,276925,8420432113,5
475,276925,8420444367,9
476,276925,8420789895,0
477,276925,8422655500,9
478,276925,8422657104,9
479,276925,842265783X,0
480,276925,8422693445,0
481,276925,8423325105,0
482,276925,8423662152,0
483,276925,8423951537,0
484,276925,8423970647,0
485,276925,8423976645,8
486,276925,8426109799,8
487,276925,8427007450,0
488,276925,8429712372,0
489,276925,8429714936,0
490,276925,842975295,0
491,276925,8429753419,0
492,276925,8432227706,0
493,276925,8434830809,0
494,276925,8434840391,0
495,276925,8440627203,0
496,276925,8440696833,0
497,276925,8445071572,0
498,276925,8447306194,0
499,276925,8447312054,0
500,276925,8449416078,0
501,276925,8472453723,0
502,276925,8473068971,0
503,276925,8474104823,4
504,276925,8474263123,0
505,276925,8475071163,0
506,276925,8475961290,0
507,276925,8476722338,0
508,276925,8478809783,0
509,276925,8482180088,0
510,276925,8483221306,0
511,276925,8489163499,0
512,276925,8495501090,0
513,276925,8495501198,0
514,276925,8496077152,0
515,276925,8496077209,0
516,276925,8496246140,0
517,276925,8497931467,0
518,276925,950491036X,10
519,276925,9508521481,0
520,276925,9871138016,0
521,276927,460010239,0
522,276927,749336145,10
523,276927,1899344705,5
524,276928,439135494,0
525,276928,059030271X,5
526,276928,590453661,0
527,276928,590470108,7
528,276928,590483404,0
529,276928,671021354,10
530,276928,671026283,10
531,276928,671027506,10
532,276928,671727109,0
533,276929,60964049,0
534,276929,380807343,0
535,276929,439064864,0
536,276929,2.02.032126.2,0
537,276929,2.264.03602.8,0
538,276929,2020058863,0
539,276929,2020062399,0
540,276929,2020101653,10
541,276929,202011528X,5
542,276929,20202006935,8
543,276929,20203119888,8
544,276929,2020386666,0
545,276929,2020564777,6
546,276929,2020591944,0
547,276929,2070365832,0
548,276929,2070378411,0
549,276929,2070386023,5
550,276929,2070394956,5
551,276929,2070404587,10
552,276929,2070404706,8
553,276929,2070404722,0
554,276929,2070406962,0
555,276929,2070408450,0
556,276929,2070425770,0
557,276929,2070725804,0
558,276929,2080680692,0
559,276929,2226070109,0
560,276929,2226126570,0
561,276929,2226135022,0
562,276929,2253030570,8
563,276929,2253049417,0
564,276929,2253050407,0
565,276929,2253055972,0
566,276929,225307659X,0
567,276929,2253171670,8
568,276929,2253172367,8
569,276929,2264010991,5
570,276929,2264013257,0
571,276929,2264018194,3
572,276929,2264024674,5
573,276929,226402593X,3
574,276929,2264027568,5
575,276929,2264029463,0
576,276929,226403114,5
577,276929,2264031158,6
578,276929,2264033282,0
579,276929,226403601X,0
580,276929,2264036036,10
581,276929,2266040820,0
582,276929,2266047280,7
583,276929,226604960,8
584,276929,22660861003,6
585,276929,2266096451,0
586,276929,2266102028,0
587,276929,2266102621,10
588,276929,2266104535,2
589,276929,2266105698,8
590,276929,2266121367,0
591,276929,2277302228,0
592,276929,2290303488,0
593,276929,2290308285,0
594,276929,2290312924,0
595,276929,2290315524,0
596,276929,2290321559,0
597,276929,2702424131,8
598,276929,2742724028,5
599,276929,2742724613,6
600,276929,2742729038,0
601,276929,2743602295,5
602,276929,2841469824,0
603,276929,2842611462,3
604,276929,2868696627,0
605,276929,2869304129,7
606,276929,2869304560,5
607,276929,2869304870,0
608,276929,2869305583,6
609,276929,2895400644,0
610,276929,2907572121,0
611,276929,290757213X,0
612,276934,1566190096,10
613,276936,749317256,0
614,276936,3453150538,0
615,276936,3492224628,0
616,276936,3492224768,6
617,276936,3596122279,5
618,276936,3596147700,3
619,276939,60011939,0
620,276939,99283697,0
621,276939,140187758,0
622,276939,316154601,0
623,276939,059035342X,0
624,276939,713628944,6
625,276939,752844040,0
626,276939,971880107,0
627,276939,1853260665,7
628,276939,2070414256,7
629,276939,2070419657,7
630,276939,2253063339,9
631,276939,2253137243,9
632,276939,2253144452,9
633,276939,2253152072,9
634,276939,2264027134,0
635,276939,226612269X,9
636,276939,2290318329,0
637,276939,2702400612,7
638,276939,2702401694,9
639,276939,2878580753,10
640,276939,8408040383,0
641,276939,8423310353,8
642,276939,844140321X,0
643,276939,8484601072,0
644,276943,330373269,0
645,276946,8882461327,0
646,276949,349202436X,8
647,276950,8807813858,0
648,276953,140182551,8
649,276953,446310786,10
650,276953,886776783,7
651,276954,971880107,0
652,276954,3257008155,0
653,276954,329300301X,0
654,276954,3419528078,8
655,276954,3423118709,10
656,276954,3440054594,0
657,276954,3442723078,0
658,276954,3453034120,10
659,276954,3480204015,0
660,276954,3492238882,0
661,276954,3499121808,0
662,276954,3499153629,0
663,276954,3502513333,0
664,276954,3502517371,0
665,276954,3502551685,0
666,276954,3596119502,0
667,276954,3596221234,0
668,276954,3596850185,0
669,276954,3772402542,0
670,276954,3772420176,7
671,276954,3794170180,0
672,276954,3806852456,8
673,276954,3808572612,0
674,276954,3821812028,0
675,276954,3922708072,0
676,276954,7321578936,0
677,276957,312966970,6
678,276959,680ISBN359623,6
679,276963,340818182,0
680,276964,61096261,0
681,276964,312169817,6
682,276964,312864590,0
683,276964,345348664,0
684,276964,345348672,10
685,276964,345354621,10
686,276964,345385764,0
687,276964,345435036,10
688,276964,385264356,10
689,276964,425104273,9
690,276964,425172546,0
691,276964,440218667,5
692,276964,440220602,9
693,276964,446522856,0
694,276964,451180054,0
695,276964,451198514,0
696,276964,515131520,6
697,276964,517093715,0
698,276964,553266306,0
699,276964,684867621,8
700,276964,765342987,0
701,276964,812550153,5
702,276964,812550307,10
703,276964,843949163,8
704,276964,886773741,7
705,276964,886774802,8
706,276964,886774829,8
707,276964,886775426,9
708,276964,886775957,10
709,276964,886777178,7
710,276964,1572971835,0
711,276965,9722900684,9
712,276975,3499221489,0
713,276981,2422614189,0
714,276984,345425596,0
715,276984,590259970,9
716,276984,590260251,9
717,276984,590417827,0
718,276984,590426702,10
719,276984,590436422,9
720,276984,590436449,9
721,276984,590436457,0
722,276984,590436465,9
723,276984,590436481,9
724,276984,059043649X,9
725,276984,590436503,0
726,276984,590442589,10
727,276984,590442988,0
728,276984,590442996,10
729,276984,590448234,9
730,276984,590448595,9
731,276984,590456458,0
732,276984,590456504,9
733,276984,590470485,9
734,276984,590483056,0
735,276986,60930187,10
736,276986,375760911,10
737,276986,689817851,10
738,276986,874869870,10
739,276988,61081450,7
740,276988,61083259,7
741,276988,61087017,7
742,276988,61094404,8
743,276988,312925689,0
744,276988,440295653,0
745,276988,671793489,8
746,276988,684845768,0
747,276988,701169176,0
748,276989,312244266,0
749,276990,880701601X,7
750,276990,8817134899,9
751,276992,99268345,7
752,276994,3100970616,10
753,276994,3257062354,8
754,276994,3257228317,0
755,276994,3423128879,4
756,276994,3423202327,6
757,276994,342677609X,5
758,276994,3442054753,0
759,276994,3442727073,9
760,276994,3453132041,4
761,276994,3478387507,2
762,276994,3492045170,7
763,276994,3492230814,6
764,276994,3499101505,0
765,276994,3545202461,9
766,276994,3548359698,6
767,276994,3550075359,6
768,276994,3596154766,2
769,276994,3596214629,8
770,276997,671011367,0
771,276998,618045996,8
772,276998,3822858617,7
773,277002,864425589,6
774,277007,8817860751,7
775,277009,452282101,9
776,277010,671025368,0
777,277010,3257060580,10
778,277012,553581112,9
779,277012,805047379,5
780,277012,892964456,10
781,277018,373250223,7
782,277018,451097009,7
783,277018,451179994,8
784,277019,9681500830,0
785,277022,8432087653,0
786,277023,553140779,6
787,277028,425182150,10
788,277031,1883473004,8
789,277032,61007129,8
790,277035,61000027,0
791,277036,812511816,9
792,277036,833531654,0
793,277036,880381736,9
794,277036,880381744,10
795,277040,722536283,0
796,277042,60505885,0
797,277042,61097101,0
798,277042,299164942,0
799,277042,312283709,8
800,277042,312983271,0
801,277042,380731851,0
802,277042,446605484,7
803,277042,446611212,8
804,277042,451188454,0
805,277042,451207955,7
806,277042,609804138,9
807,277042,671003755,0
808,277042,067104754X,0
809,277042,743407067,0
810,277042,074343627X,8
811,277042,786013230,0
812,277042,812509560,0
813,277042,971880107,2
814,277048,3426615355,7
815,277048,3442435838,0
816,277048,3442455707,0
817,277051,75536498,8
818,277051,99287692,6
819,277051,99845008,5
820,277051,330262130,10
821,277051,385720920,10
822,277051,393319296,0
823,277051,553262505,7
824,277051,6514251,0
825,277051,805062971,0
826,277051,3257228007,0
827,277051,3442430496,9
828,277051,3442446325,8
829,277051,3453171500,7
830,277051,3464371506,3
831,277052,9513098648,8
832,277053,590108395,6
833,277056,3442451353,7
834,277058,8425330866,5
835,277058,8481301213,6
836,277064,460905589,0
837,277065,816704627,4
838,277072,1573229571,9
839,277073,60595183,0
840,277074,9782922145441,5
841,277075,2830207904,0
842,277079,3499263998,4
843,277085,434009407,8
844,277085,1841193887,8
845,277087,375700668,0
846,277087,457871971,8
847,277087,840149768X,10
848,277087,8401499917,5
849,277087,8402007287,0
850,277087,8420600369,7
851,277087,8420603066,9
852,277087,8423918335,6
853,277087,8426105084,9
854,277087,8426429807,10
855,277087,843223138X,8
856,277087,8437608570,6
857,277087,8440630921,9
858,277087,8440630922,9
859,277087,8470394126,5
860,277087,8471662531,7
861,277087,8472230082,5
862,277087,8474541913,8
863,277087,8478091351,10
864,277090,3426193310,5
865,277094,64404773,10
866,277096,64407667,7
867,277102,552545228,0
868,277107,006054094X,8
869,277107,375706038,10
870,277107,081297106X,10
871,277107,843951826,5
872,277107,1400032628,8
873,277107,1585861553,4
874,277109,66210151,0
875,277109,385334141,5
876,277109,425191184,5
877,277109,671027343,0
878,277109,751503894,5
879,277109,3714500799,0
880,277114,385503822,0
881,277116,3548208975,8
882,277123,399138684,0
883,277124,425189864,9
884,277124,440236053,9
885,277124,440241073,9
886,277124,553586122,5
887,277128,99935708,6
888,277128,140118608,8
889,277128,552998249,0
890,277129,3518408127,7
891,277134,1586609726,6
892,277135,865472807,8
893,277139,312960344,8
894,277139,055358068X,0
895,277139,792270142,0
896,277142,688174590,0
897,277143,61097101,0
898,277143,031286504X,10
899,277143,345342968,9
900,277143,345446860,0
901,277143,375756981,0
902,277143,553382411,0
903,277143,671027662,0
904,277143,767903382,8
905,277149,3785527195,0
906,277155,1558744592,0
907,277157,60002484,0
908,277157,60094117,0
909,277157,312253397,0
910,277157,312331754,7
911,277157,312874243,0
912,277157,312979517,5
913,277157,316152196,0
914,277157,316154059,5
915,277157,316287555,0
916,277157,034541389X,0
917,277157,345450175,6
918,277157,345452550,7
919,277157,375727981,5
920,277157,380731851,0
921,277157,380975017,0
922,277157,385305389,4
923,277157,393045390,0
924,277157,394543289,5
925,277157,399135804,7
926,277157,399138188,0
927,277157,399141340,8
928,277157,399146466,6
929,277157,399146504,7
930,277157,399146687,7
931,277157,399147101,7
932,277157,399147144,0
933,277157,399147322,0
934,277157,399147624,5
935,277157,399148337,6
936,277157,399148450,0
937,277157,399148639,6
938,277157,399148728,8
939,277157,399149783,0
940,277157,399150811,5
941,277157,399150870,0
942,277157,399151451,7
943,277157,399151478,0
944,277157,039915177X,7
945,277157,399151885,0
946,277157,425183181,5
947,277157,440111323,0
948,277157,440122147,0
949,277157,440221463,0
950,277157,441005470,0
951,277157,446519480,0
952,277157,449221512,0
953,277157,055358295X,0
954,277157,670894184,0
955,277157,671024094,7
956,277157,679450408,6
957,277157,684801663,6
958,277157,684846608,5
959,277157,684871726,0
960,277157,743201604,0
961,277157,074320607X,7
962,277157,743407377,6
963,277157,743486226,7
964,277157,804109990,6
965,277157,812571118,5
966,277157,971880107,0
967,277159,969691319,10
968,277165,8475251471,7
969,277168,380724987,0
970,277168,380726246,0
971,277168,380816059,0
972,277168,399139419,0
973,277168,425175405,0
974,277168,425182932,0
975,277168,440225701,0
976,277168,446602485,0
977,277168,446603406,0
978,277168,451091949,0
979,277168,553095439,0
980,277168,553227041,0
981,277168,553263226,0
982,277168,553295098,0
983,277168,553564994,0
984,277168,067102423X,0
985,277168,671032658,4
986,277168,671653849,0
987,277168,722509049,0
988,277168,812500067,0
989,277168,812516001,0
990,277168,812568710,5
991,277168,843921609,6
992,277168,890875588,0
993,277168,1557730091,0
994,277168,1558172882,0
995,277170,425178102,0
996,277170,446609404,0
997,277170,446610038,0
998,277170,451178017,0
999,277170,553211056,9
1000,277170,553285920,9
1001,277170,871312549,0
1002,277171,20259700,7
1003,277171,345404114,0
1004,277171,375724400,0
1005,277171,385422598,9
1006,277171,385479565,0
1007,277171,425156028,0
1008,277171,446362220,0
1009,277171,449130282,0
1010,277171,449213013,0
1011,277171,449213730,8
1012,277171,449224449,8
1013,277171,451173139,7
1014,277171,486282406,10
1015,277171,553299506,0
1016,277171,553575937,0
1017,277171,553580930,9
1018,277171,679737456,0
1019,277171,804102511,9
1020,277171,080410946X,8
1021,277171,804114986,0
1022,277171,881503274,0
1023,277176,8481302201,0
1024,277179,440414806,10
1025,277179,679767800,7
1026,277180,60527161,0
1027,277180,140244328,0
1028,277183,451198948,0
1029,277186,6514219,0
1030,277186,6542379,0
1031,277186,6543545,7
1032,277186,6550983,0
1033,277186,141011947,6
1034,277186,340734043,8
1035,277186,340770015,5
1036,277186,349105227,7
1037,277186,571152236,4
1038,277186,571176151,0
1039,277187,60390174,0
1040,277187,60976683,0
1041,277187,61043567,0
1042,277187,006250794X,0
1043,277187,312977263,0
1044,277187,375708413,0
1045,277187,038081093X,0
1046,277187,038528859X,0
1047,277187,399141650,0
1048,277187,425144690,0
1049,277187,425147762,0
1050,277187,440224705,0
1051,277187,446310735,0
1052,277187,452269865,0
1053,277187,515115649,0
1054,277187,515129941,0
1055,277187,553249657,0
1056,277187,553281089,0
1057,277187,671042858,0
1058,277187,671782908,0
1059,277187,679425233,0
1060,277187,679433090,0
1061,277187,679745203,9
1062,277187,679767851,0
1063,277187,743223543,0
1064,277187,786701420,0
1065,277187,804106126,0
1066,277187,080505622X,0
1067,277187,887307302,0
1068,277187,1564141330,0
1069,277187,1578630037,0
1070,277187,1880323818,0
1071,277187,1929590059,0
1072,277187,345251547,0
1073,277187,449003800,0
1074,277187,44901766125,0
1075,277187,671781383,0
1076,277188,140254188,8
1077,277188,385510500,0
1078,277188,525945636,4
1079,277188,743422732,0
1080,277188,789401487,0
1081,277189,074341232X,8
1082,277195,20847459,0
1083,277195,60196076,0
1084,277195,60391626,10
1085,277195,60502258,0
1086,277195,60908548,0
1087,277195,60911271,0
1088,277195,60914548,0
1089,277195,60960930,0
1090,277195,60987561,0
1091,277195,62500279,0
1092,277195,62500295,0
1093,277195,006251170X,0
1094,277195,015644450X,0
1095,277195,156799804,0
1096,277195,031214816X,0
1097,277195,312204809,0
1098,277195,031284879X,0
1099,277195,316666343,0
1100,277195,316734837,0
1101,277195,330332775,10
1102,277195,345353404,0
1103,277195,345384202,0
1104,277195,345413881,0
1105,277195,345459407,0
1106,277195,375406328,0
1107,277195,375724672,0
1108,277195,037582233X,0
1109,277195,385149514,0
1110,277195,385423446,0
1111,277195,385475721,0
1112,277195,385483503,0
1113,277195,385729332,0
1114,277195,394569652,0
1115,277195,394726413,0
1116,277195,394757572,0
1117,277195,399142789,0
1118,277195,042511774X,0
1119,277195,440174953,9
1120,277195,440214424,0
1121,277195,440236673,0
1122,277195,446604801,0
1123,277195,446605484,0
1124,277195,446606189,0
1125,277195,446606383,0
1126,277195,446609323,0
1127,277195,449134482,0
1128,277195,449223345,0
1129,277195,451195825,0
1130,277195,051730984X,0
1131,277195,553251996,0
1132,277195,055326611X,10
1133,277195,553268880,0
1134,277195,553273604,0
1135,277195,553347756,10
1136,277195,553379615,10
1137,277195,553572997,0
1138,277195,618093974,0
1139,277195,670869902,10
1140,277195,671010115,0
1141,277195,671021001,10
1142,277195,671256181,0
1143,277195,671510053,0
1144,277195,671647458,10
1145,277195,679435506,0
1146,277195,679455876,0
1147,277195,679459618,0
1148,277195,679723285,0
1149,277195,679741666,0
1150,277195,679745203,0
1151,277195,679746048,0
1152,277195,684804018,0
1153,277195,684807548,0
1154,277195,684841347,0
1155,277195,684859769,0
1156,277195,723216428,0
1157,277195,743458036,0
1158,277195,786862297,0
1159,277195,802115160,0
1160,277195,804107149,0
1161,277195,080410946X,0
1162,277195,811801802,0
1163,277195,811826880,0
1164,277195,831771690,0
1165,277195,852072864,0
1166,277195,871313073,0
1167,277195,088011861X,0
1168,277195,916318405,0
1169,277195,939149311,0
1170,277195,1401300448,0
1171,277195,1558743669,0
1172,277195,1571740562,0
1173,277195,1573220779,0
1174,277195,1573221856,10
1175,277195,1577311507,0
1176,277195,158243011X,0
1177,277195,1882897579,0
1178,277195,468109753,0
1179,277195,684144433,0
1180,277195,911824529,0
1181,277196,345397606,0
1182,277196,425034682,0
1183,277196,425184463,0
1184,277196,441694004,0
1185,277196,44920597545,0
1186,277196,449209733,10
1187,277196,44923894625,0
1188,277196,553271644,7
1189,277196,670820555,0
1190,277196,671446703,0
1191,277196,671749013,0
1192,277196,688171923,0
1193,277196,743205812,0
1194,277196,812521129,0
